Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,10
OutDegreeCount,6,2,16,1,3,1
NAValue,0,1,2,3,4,5
NACount,1,7,1,3,12,5
MPCValue,0.00000,0.60000,0.71111,0.76800,0.80000,0.88889,0.90000,0.94815,0.96000
MPCCount,7,1,1,1,1,1,12,1,3
